"ObjectName","IndexName","index_id","user_seeks","user_scans","user_lookups","Total Reads","Writes","Index Type","Fill Factor","has_filter","filter_definition","last_user_scan","last_user_lookup","last_user_seek"
"DotTangQuaSinhNhat","PK__DotTangQuaSinhNh__6561EF8B","1","","","","","","CLUSTERED","0","False","","","",""
"STAMPTRX_New_BK_Bf260422_tichsao","","0","","","","","","HEAP","0","False","","","",""
"TNDSERV","PK_TNDSERV","1","","","","","","CLUSTERED","0","False","","","",""
"KhuyenMai","","0","","","","","","HEAP","0","False","","","",""
"CAMPGN","","0","","","","","","HEAP","0","False","","","",""
"CauHinhChietKhau","","0","","","","","","HEAP","0","False","","","",""
"History_TNDSERV01","","0","","","","","","HEAP","0","False","","","",""
"CTGiaoNhan_NhanVien","PK_CTGiaoNhan_NhanVien","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV17","PK_INVTSERV17","1","","","","","","CLUSTERED","0","False","","","",""
"History_TNDSERV02","","0","","","","","","HEAP","0","False","","","",""
"TinhTP","","0","","","","","","HEAP","0","False","","","",""
"History_TNDSERV04","","0","","","","","","HEAP","0","False","","","",""
"PhieuQRCode","PK_QRCode","1","","","","","","CLUSTERED","0","False","","","",""
"KyTuDinhDang","","0","","","","","","HEAP","0","False","","","",""
"History_TNDSERV05","","0","","","","","","HEAP","0","False","","","",""
"INVTSERV18","PK_INVTSERV18","1","","","","","","CLUSTERED","0","False","","","",""
"Xtra","","0","","","","","","HEAP","0","False","","","",""
"LichSuThayDoiSieuThi","PK_LichSuThayDoiSieuThi","1","","","","","","CLUSTERED","0","False","","","",""
"STAMPTRX_New_BK_Bf01092022_HangViet220825","","0","","","","","","HEAP","0","False","","","",""
"KhuyenMai_SieuThiPOS","","0","","","","","","HEAP","0","False","","","",""
"KhachHang_QuaTang_CapDo_Cu","","0","","","","","","HEAP","0","False","","","",""
